name,position,pitching_and_batting,height_and_weight,birthday,career,draft,team_2010,match_2010,plate_appearance_2010,at_bat_2010,run_2010,hit_2010,two_hit_2010,three_hit_2010,homerun_2010,total_base_2010,rbi_2010,steal_2010,steal_death_2010,sacrifice_bunt_2010,sacrifice_fly_2010,four_balls_2010,dead_ball_2010,strikeout_2010,double_play_2010,batting_ave_2010,slugging_ave_2010,on_base_ave_2010,pitching_appearance_2010,win_2010,lose_2010,save_2010,hold_2010,hold_point_2010,complete_game_2010,shutout_2010,no_four_balls_2010,win_rate_2010,batter_2010,time_2010,give_up_hit_2010,give_up_home_run_2010,give_four_balls_2010,give_dead_ball_2010,get_strikeout_2010,wild_pitch_2010,boke_2010,give_run_2010,give_responsible_run_2010,earned_run_ave_2010,team_2011,match_2011,plate_appearance_2011,at_bat_2011,run_2011,hit_2011,two_hit_2011,three_hit_2011,homerun_2011,total_base_2011,rbi_2011,steal_2011,steal_death_2011,sacrifice_bunt_2011,sacrifice_fly_2011,four_balls_2011,dead_ball_2011,strikeout_2011,double_play_2011,batting_ave_2011,slugging_ave_2011,on_base_ave_2011,pitching_appearance_2011,win_2011,lose_2011,save_2011,hold_2011,hold_point_2011,complete_game_2011,shutout_2011,no_four_balls_2011,win_rate_2011,batter_2011,time_2011,give_up_hit_2011,give_up_home_run_2011,give_four_balls_2011,give_dead_ball_2011,get_strikeout_2011,wild_pitch_2011,boke_2011,give_run_2011,give_responsible_run_2011,earned_run_ave_2011,team_2012,match_2012,plate_appearance_2012,at_bat_2012,run_2012,hit_2012,two_hit_2012,three_hit_2012,homerun_2012,total_base_2012,rbi_2012,steal_2012,steal_death_2012,sacrifice_bunt_2012,sacrifice_fly_2012,four_balls_2012,dead_ball_2012,strikeout_2012,double_play_2012,batting_ave_2012,slugging_ave_2012,on_base_ave_2012,pitching_appearance_2012,win_2012,lose_2012,save_2012,hold_2012,hold_point_2012,complete_game_2012,shutout_2012,no_four_balls_2012,win_rate_2012,batter_2012,time_2012,give_up_hit_2012,give_up_home_run_2012,give_four_balls_2012,give_dead_ball_2012,get_strikeout_2012,wild_pitch_2012,boke_2012,give_run_2012,give_responsible_run_2012,earned_run_ave_2012,team_2013,match_2013,plate_appearance_2013,at_bat_2013,run_2013,hit_2013,two_hit_2013,three_hit_2013,homerun_2013,total_base_2013,rbi_2013,steal_2013,steal_death_2013,sacrifice_bunt_2013,sacrifice_fly_2013,four_balls_2013,dead_ball_2013,strikeout_2013,double_play_2013,batting_ave_2013,slugging_ave_2013,on_base_ave_2013,pitching_appearance_2013,win_2013,lose_2013,save_2013,hold_2013,hold_point_2013,complete_game_2013,shutout_2013,no_four_balls_2013,win_rate_2013,batter_2013,time_2013,give_up_hit_2013,give_up_home_run_2013,give_four_balls_2013,give_dead_ball_2013,get_strikeout_2013,wild_pitch_2013,boke_2013,give_run_2013,give_responsible_run_2013,earned_run_ave_2013,team_2014,match_2014,plate_appearance_2014,at_bat_2014,run_2014,hit_2014,two_hit_2014,three_hit_2014,homerun_2014,total_base_2014,rbi_2014,steal_2014,steal_death_2014,sacrifice_bunt_2014,sacrifice_fly_2014,four_balls_2014,dead_ball_2014,strikeout_2014,double_play_2014,batting_ave_2014,slugging_ave_2014,on_base_ave_2014,pitching_appearance_2014,win_2014,lose_2014,save_2014,hold_2014,hold_point_2014,complete_game_2014,shutout_2014,no_four_balls_2014,win_rate_2014,batter_2014,time_2014,give_up_hit_2014,give_up_home_run_2014,give_four_balls_2014,give_dead_ball_2014,get_strikeout_2014,wild_pitch_2014,boke_2014,give_run_2014,give_responsible_run_2014,earned_run_ave_2014,team_2015,match_2015,plate_appearance_2015,at_bat_2015,run_2015,hit_2015,two_hit_2015,three_hit_2015,homerun_2015,total_base_2015,rbi_2015,steal_2015,steal_death_2015,sacrifice_bunt_2015,sacrifice_fly_2015,four_balls_2015,dead_ball_2015,strikeout_2015,double_play_2015,batting_ave_2015,slugging_ave_2015,on_base_ave_2015,pitching_appearance_2015,win_2015,lose_2015,save_2015,hold_2015,hold_point_2015,complete_game_2015,shutout_2015,no_four_balls_2015,win_rate_2015,batter_2015,time_2015,give_up_hit_2015,give_up_home_run_2015,give_four_balls_2015,give_dead_ball_2015,get_strikeout_2015,wild_pitch_2015,boke_2015,give_run_2015,give_responsible_run_2015,earned_run_ave_2015,team_2016,match_2016,plate_appearance_2016,at_bat_2016,run_2016,hit_2016,two_hit_2016,three_hit_2016,homerun_2016,total_base_2016,rbi_2016,steal_2016,steal_death_2016,sacrifice_bunt_2016,sacrifice_fly_2016,four_balls_2016,dead_ball_2016,strikeout_2016,double_play_2016,batting_ave_2016,slugging_ave_2016,on_base_ave_2016,pitching_appearance_2016,win_2016,lose_2016,save_2016,hold_2016,hold_point_2016,complete_game_2016,shutout_2016,no_four_balls_2016,win_rate_2016,batter_2016,time_2016,give_up_hit_2016,give_up_home_run_2016,give_four_balls_2016,give_dead_ball_2016,get_strikeout_2016,wild_pitch_2016,boke_2016,give_run_2016,give_responsible_run_2016,earned_run_ave_2016,team_2017,match_2017,plate_appearance_2017,at_bat_2017,run_2017,hit_2017,two_hit_2017,three_hit_2017,homerun_2017,total_base_2017,rbi_2017,steal_2017,steal_death_2017,sacrifice_bunt_2017,sacrifice_fly_2017,four_balls_2017,dead_ball_2017,strikeout_2017,double_play_2017,batting_ave_2017,slugging_ave_2017,on_base_ave_2017,pitching_appearance_2017,win_2017,lose_2017,save_2017,hold_2017,hold_point_2017,complete_game_2017,shutout_2017,no_four_balls_2017,win_rate_2017,batter_2017,time_2017,give_up_hit_2017,give_up_home_run_2017,give_four_balls_2017,give_dead_ball_2017,get_strikeout_2017,wild_pitch_2017,boke_2017,give_run_2017,give_responsible_run_2017,earned_run_ave_2017,team_2018,match_2018,plate_appearance_2018,at_bat_2018,run_2018,hit_2018,two_hit_2018,three_hit_2018,homerun_2018,total_base_2018,rbi_2018,steal_2018,steal_death_2018,sacrifice_bunt_2018,sacrifice_fly_2018,four_balls_2018,dead_ball_2018,strikeout_2018,double_play_2018,batting_ave_2018,slugging_ave_2018,on_base_ave_2018,pitching_appearance_2018,win_2018,lose_2018,save_2018,hold_2018,hold_point_2018,complete_game_2018,shutout_2018,no_four_balls_2018,win_rate_2018,batter_2018,time_2018,give_up_hit_2018,give_up_home_run_2018,give_four_balls_2018,give_dead_ball_2018,get_strikeout_2018,wild_pitch_2018,boke_2018,give_run_2018,give_responsible_run_2018,earned_run_ave_2018,team_2019,match_2019,plate_appearance_2019,at_bat_2019,run_2019,hit_2019,two_hit_2019,three_hit_2019,homerun_2019,total_base_2019,rbi_2019,steal_2019,steal_death_2019,sacrifice_bunt_2019,sacrifice_fly_2019,four_balls_2019,dead_ball_2019,strikeout_2019,double_play_2019,batting_ave_2019,slugging_ave_2019,on_base_ave_2019,pitching_appearance_2019,win_2019,lose_2019,save_2019,hold_2019,hold_point_2019,complete_game_2019,shutout_2019,no_four_balls_2019,win_rate_2019,batter_2019,time_2019,give_up_hit_2019,give_up_home_run_2019,give_four_balls_2019,give_dead_ball_2019,get_strikeout_2019,wild_pitch_2019,boke_2019,give_run_2019,give_responsible_run_2019,earned_run_ave_2019
Ｃ．リベロ,-,右投右打,188cm／104kg,1988年5月20日,マリアレデスマ高-レッドソックス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,54,208,200,12,43,10,0,6,71,21,0,0,0,1,7,0,52,5,.215,.355,.240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
藤井　淳志,外野手,右投両打,183cm／82kg,1981年5月20日,豊橋東高-筑波大-NTT西日本,2005年大学生・社会人ドラフト3巡目,中日,63,184,166,17,39,6,3,1,54,8,3,1,9,1,7,1,38,1,.235,.325,.269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,20,58,50,7,12,2,0,0,14,3,1,0,5,0,1,2,13,1,.240,.280,.283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,54,62,56,5,11,2,0,0,13,3,1,1,1,1,4,0,13,1,.196,.232,.246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,108,259,238,27,72,10,0,6,100,19,5,2,2,3,14,2,53,4,.303,.420,.342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,88,300,266,35,73,13,3,6,110,36,2,2,6,2,25,1,55,2,.274,.414,.337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,118,315,275,28,81,9,3,6,114,45,3,0,11,4,23,2,69,4,.295,.415,.349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,87,187,167,15,36,5,1,3,52,19,0,0,6,2,12,0,45,3,.216,.311,.265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,128,408,374,29,99,18,3,6,141,42,5,6,6,2,24,2,96,6,.265,.377,.311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,96,162,145,21,35,8,0,3,52,30,0,0,0,5,12,0,36,1,.241,.359,.290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,61,154,141,12,31,8,1,1,44,12,1,0,0,1,11,1,33,3,.220,.312,.279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｏ．アルシア,-,右投左打,183cm／102kg,1991年5月9日,ホセラモンコルネホ高-ツインズ-レイズ-マーリンズ-パドレス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,89,324,284,30,63,10,0,14,115,43,0,2,0,1,30,9,92,6,.222,.405,.315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｔ．ブランコ,-,右投右打,188cm／102kg,1980年11月10日,サンアグスティン高-ナショナルズ,-,中日,134,561,493,71,130,21,0,32,247,86,0,0,0,2,57,9,158,13,.264,.501,.349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,78,318,278,39,69,13,1,16,132,48,0,0,0,5,30,5,68,6,.248,.475,.327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,96,359,311,44,77,10,0,24,159,65,2,1,0,3,40,5,84,5,.248,.511,.340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,134,558,483,74,161,22,0,41,306,136,1,1,0,4,62,9,118,10,.333,.634,.416,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,85,333,311,32,88,14,0,17,153,60,0,0,0,0,18,4,91,5,.283,.492,.330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,52,189,165,13,32,1,0,9,60,24,0,0,0,2,21,1,53,2,.194,.364,.286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,27,94,78,6,17,2,0,3,28,13,0,0,0,1,14,1,26,2,.218,.359,.340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
菊池　保則,投手,右投左打,180cm／80kg,1989年9月18日,常磐大高,2007年高校生ドラフト4巡目,東北楽天,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,2,1,1,0,0,0,0,0,0,.500,46,11,7,3,5,2,10,0,0,5,5,4.09,東北楽天,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,2,0,1,0,0,0,0,0,0,.000,25,3.1,5,1,8,1,3,0,0,6,5,13.50,東北楽天,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,4,1,1,0,0,0,0,0,0,.500,110,25,30,2,5,1,24,3,0,9,8,2.88,東北楽天,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,14,1,5,0,0,0,0,0,0,.167,158,33.1,38,3,23,1,22,4,0,28,24,6.48,東北楽天,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,12,4,1,0,0,0,0,0,0,.800,211,51.1,40,5,18,3,36,8,0,23,23,4.03,東北楽天,18,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,.250,.250,.250,18,4,5,0,0,0,0,0,0,.444,448,103,96,5,42,5,71,5,0,47,43,3.76,東北楽天,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,7,1,1,0,0,0,0,0,0,.500,111,22.2,33,4,13,1,14,2,0,16,13,5.16,東北楽天,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,7,0,0,0,1,1,0,0,0,.000,35,7.1,8,0,4,0,9,1,0,7,4,4.91,東北楽天,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,3,0,0,0,0,0,0,0,0,.000,55,13,11,1,4,1,15,0,0,2,2,1.38,広島東洋,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,58,1,3,0,15,16,0,0,0,.250,240,61,39,4,23,0,43,4,0,21,19,2.80
Ｅ．オルモス,-,左投左打,193cm／99kg,1990年4月12日,バーミングハム高-マーリンズ-マリナーズ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,千葉ロッテ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,2,0,2,0,0,0,0,0,0,.000,33,7,9,0,6,0,5,1,0,9,6,7.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｋ－鈴木（鈴木　康平）,投手,右投右打,186cm／88kg,1994年1月21日,千葉明徳高-国際武道大-日立製作所,2017年ドラフト2位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,4,0,0,0,0,0,0,0,0,.000,42,7.1,11,3,9,0,2,0,0,9,7,8.59,オリックス,19,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,19,4,6,0,0,0,0,0,0,.400,451,102.1,100,15,49,3,88,4,0,56,49,4.31
中谷　将大,外野手,右投右打,187cm／91kg,1993年1月5日,福岡工大城東高,2010年ドラフト3位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,.182,.182,.182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,64,163,154,18,41,7,0,4,60,14,1,1,0,0,8,1,49,2,.266,.390,.307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,133,455,411,64,99,21,1,20,182,61,2,1,0,3,36,5,96,5,.241,.443,.308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,77,246,222,24,51,6,2,5,76,26,0,1,1,3,17,2,65,5,.230,.342,.287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,62,131,116,14,21,5,0,6,44,19,0,0,2,0,12,1,37,0,.181,.379,.264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
濱田　太貴,外野手,右投右打,177cm／81kg,2000年9月4日,明豊高,2018年ドラフト4位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
田中　賢介,内野手,右投左打,176cm／80kg,1981年5月20日,東福岡高,1999年ドラフト2位,北海道日本ハム,143,662,576,88,193,24,4,5,240,54,34,10,7,5,72,2,66,6,.335,.417,.408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,49,220,200,25,58,6,1,1,69,10,8,3,2,1,17,0,21,1,.290,.345,.344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,114,505,457,49,137,14,3,3,166,32,13,9,8,3,35,2,36,2,.300,.363,.350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,134,596,532,62,151,20,2,4,187,66,9,3,5,1,57,1,58,9,.284,.352,.354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,143,626,541,61,147,14,1,2,169,53,22,8,3,4,69,9,56,4,.272,.312,.361,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,107,349,314,22,79,6,1,2,93,18,11,4,0,0,35,0,36,4,.252,.296,.327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,67,124,105,12,31,3,0,0,34,8,0,1,1,0,18,0,14,0,.295,.324,.398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,北海道日本ハム,89,170,153,15,39,6,2,1,52,16,0,0,2,1,14,0,17,3,.255,.340,.315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
